FMID,MarketName,Website,Website_1,Facebook,Facebook_1,Twitter,Twitter_1,Youtube,Youtube_1,OtherMedia,OtherMedia_1,Season1Date,Season1Date_Start,Season1Date_End,Season1Time,Season1Time 1,Season1Time 2,Season1Time 3,Season1Time 4,Season1Time 5,Season1Time 6,Season1Time 7,Season2Date,Season2Date 1,Season2Date 2,Season2Time,Season2Time 1,Season2Time 2,Season2Time 3,Season2Time 4,Season2Time 5,Season2Time 6,Season2Time 7,Season3Date 1,Season3Date 2,Season3Time,Season3Time 1,Season3Time 2,Season3Time 3,Season3Time 4,Season3Time 5,Season3Time 6,Season4Date,Season4Date 1,Season4Date 2,Season4Time,Season4Time 1,Season4Time 2
1011651,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008259,El Paso Downtown Artist And Farmers Market,http://www.elpasoartsandculture.org,http://www.elpasoartsandculture.org,https://www.facebook.com/EPDowntownArtistMarket,https://www.facebook.com/EPDowntownArtistMarket,,,,,Instagram @EPDAFM,http://www.instagram.com/EPDAFM,01/01/2014 to 12/20/2014,2014-01-01,2014-12-20,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007185,El Paso Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007164,El Paso Farmers Market I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007161,El Paso Growers Association I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007150,El Paso Growers Association Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007155,El Paso Growers Association Iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007175,El Pason Farmers Market Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000040,El Presidio Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006755,El Pueblo Farmers Market,http://www.communityfoodbank.org,http://www.communityfoodbank.org,,,,,,,,,January to December,2010-01-01,2010-12-31,Mon:3:00 PM - 5:00 PM;,Mon:3:00 PM - 5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003582,El Reno Farmers Market,http://www.elrenomainstreet.com,http://www.elrenomainstreet.com,,,,,,,,,06/15/2013 to 09/28/2013,2013-06-15,2013-09-28,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,Wed: 8:00 AM-12:00 PM,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000024,El Segundo Farmers Market,http://www.farmernet.com,http://www.farmernet.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004790,El Valle Farmers Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,,,,,,,,06/01/2014 to 10/26/2014,2014-06-01,2014-10-26,Sun: 10:00 AM-1:00 PM;,Sun: 10:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012294,Elaney Wood Heritage Farmers Market,http://http//www.greene.ces.ncsu.edu,http://http//www.greene.ces.ncsu.edu,Elaney Wood Heritage Farmers Market,,,,,,,,04/02/2016 to 10/29/2016,2016-04-02,2016-10-29,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004049,Elberta Farmers Market,,,,,,,,,,,05/04/2013 to,2013-05-04,,Sat: 8:00 AM-;,Sat: 8:00 AM-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005446,Elberta Farmers Market,http://www.villageofelberta.gov,http://www.villageofelberta.gov,https://www.facebook.com/pages/Elberta-Farmers-Market/116719868340073,https://www.facebook.com/pages/Elberta-Farmers-Market/116719868340073,,,,,,,05/19/2016 to 10/13/2016,2016-05-19,2016-10-13,Thu: 8:00 AM-12:30 PM;,Thu: 8:00 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008541,Eldon Farmers Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1657,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1657,,,,,,,,,04/06/2013 to 09/28/2013,2013-04-06,2013-09-28,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012634,Eldora Farmers Market,,,,,,,,,,,05/12/2016 to 10/13/2016,2016-05-12,2016-10-13,Fri: 4:00 PM-6:00 PM;,Fri: 4:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004805,Eldorado Farmers Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,,,,,,,,06/06/2014 to 10/10/2014,2014-06-06,2014-10-10,Fri: 4:00 PM-7:00 PM;,Fri: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008540,Eldorado Springs Farmers Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=589,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=589,,,,,,,,,,,,Sat: 8:00 AM-;,Sat: 8:00 AM-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004159,Elgin Area Growers Market,http://www.elginiowa.org,http://www.elginiowa.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000527,Elgin Farmers Market,http://www.kj-vineyards.com,http://www.kj-vineyards.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001011,Elgin Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010508,Elis Cheesecake And Wright College Farmers Market,,,,,,,,,,,06/12/2014 to 09/25/2014,2014-06-12,2014-09-25,Thu: 7:00 AM-1:00 PM;,Thu: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000022,Elizabeth Avenue Farmers Market,http://www.elizabethavefarmersmarket.com,http://www.elizabethavefarmersmarket.com,,,,,,,,,January to December,2010-01-01,2010-12-31,Sat:9:00 AM - 1:00 PM;,Sat:9:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006377,Elizabeth Farmers Market,http://www.townofelizabeth.org,http://www.townofelizabeth.org,,,,,,,,,06/15/2013 to 09/28/2013,2013-06-15,2013-09-28,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006759,Elizabeth Farmers Market,http://www.elizabethfarmersmarket.weebly.com,http://www.elizabethfarmersmarket.weebly.com,https://www.facebook.com/elizabethfarmersmarket,https://www.facebook.com/elizabethfarmersmarket,,,,,,,05/06/2016 to 10/28/2016,2016-05-06,2016-10-28,Fri: 3:00 PM-6:00 PM;,Fri: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001388,Elizabethtown Farmers Market,http://www.adirondackfarmersmarket.com,http://www.adirondackfarmersmarket.com,,,,,,,,,05/16/2014 to 10/10/2014,2014-05-16,2014-10-10,Fri: 9:00 AM-1:00 PM;,Fri: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002699,Elk City Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003711,Elk Grove Certified Farmers Market,http://www.marketlocations.com,http://www.marketlocations.com,,,,,,,,,January to December,2010-01-01,2010-12-31,Sat:8:00 AM - 12:00 PM;,Sat:8:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011922,Elk Grove Farmers Market,http://www.elkgrovefarmersmarket.com,http://www.elkgrovefarmersmarket.com,www.facebook.com/elkgrovefarmersmarket,,,,,,,,06/04/2016 to 10/15/2016,2016-06-04,2016-10-15,Sat: 7:30 AM-1:00 PM;,Sat: 7:30 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003303,Elk Mound Area Farmers Market,http://www.elkmound.org,http://www.elkmound.org,,,,,,,,,June to September,2010-06-01,2010-09-30,Fri:11:00 AM - 6:00 PM;,Fri:11:00 AM - 6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006151,Elk Rapids Area Chamber Of Commerce Farmers Market,http://www.elkrapidschamber.org,http://www.elkrapidschamber.org,https://www.facebook.com/elkrapidschamber,https://www.facebook.com/elkrapidschamber,,,,,,,06/06/2014 to,2014-06-06,,Fri: 8:00 AM-12:00 PM;,Fri: 8:00 AM-12:00 PM,,,,,,,6/7/13,6/7/13,,,,,,,,,,,,,,,,,,,,,,,,
1004603,Elkhart Community Farmers Market,,,,,,,,,,,June to October,2010-06-01,2010-10-31,Sat:9:00 AM - 3:00 PM;,Sat:9:00 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002009,Elkin Farmers Market,http://www.surry.ces.ncsu.edu/,http://www.surry.ces.ncsu.edu/,https://www.facebook.com/pages/Surry-County-Farmers-Market/,https://www.facebook.com/pages/Surry-County-Farmers-Market/,,,,,http://www.elkinfarmersmarket.com/,http://www.elkinfarmersmarket.com/,04/16/2016 to 10/29/2016,2016-04-16,2016-10-29,Sat: 9:00 AM-12:00 PM;,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003120,Elkins Farmers Market,http://www.elkinsfarmersmarket.org,http://www.elkinsfarmersmarket.org,www.facebook.com/elkinsfarmersmarket,,,,,,,,05/04/2013 to 10/26/2013,2013-05-04,2013-10-26,Sat: 9:00 AM-12:00 PM;,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008066,Elkins Farmers Market - The Marketplace,http://www.elkinsfarmersmarket.org,http://www.elkinsfarmersmarket.org,www.facebook.com/theMPbeverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000179,Elko Downtown Business Association Farmers Market,http://www.elkodowntown.org,http://www.elkodowntown.org,,,,,,,,,July to October,2010-07-01,2010-10-31,Sat:8:00 AM - 12:00 PM;,Sat:8:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004263,Elko Farmers Market,,,https://www.facebook.com/groups/496167037104692/,https://www.facebook.com/groups/496167037104692/,,,,,,,05/11/2013 to 10/12/2013,2013-05-11,2013-10-12,Sat: 8:00 AM-2:00 PM;,Sat: 8:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003732,Ellendale Farmers Market,http://www.localharvest.org/ellendale-area-farmers-market-M51020,http://www.localharvest.org/ellendale-area-farmers-market-M51020,,,,,,,,,06/01/2013 to 10/19/2013,2013-06-01,2013-10-19,Sat: 9:00 AM-11:00 AM;,Sat: 9:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004362,Ellenville Farmers Market,,,,,,,,,,,May to October,2010-05-01,2010-10-31,sun:10:00 AM - 2:00 PM;,sun:10:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010343,Ellettsville Farmers Market,http://area10agency.org,http://area10agency.org,https://www.facebook.com/,https://www.facebook.com/,https://twitter.com/area10agency,https://twitter.com/area10agency,,,,,06/07/2014 to 09/27/2014,2014-06-07,2014-09-27,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009426,Ellicottville Farmers Market By Reap,http://www.localharvest.org/edible-thursdays-farmers-market-M57141,http://www.localharvest.org/edible-thursdays-farmers-market-M57141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012332,Ellington Farmers Market,,,https://www.facebook.com/ellingtonfarmersmarket/,https://www.facebook.com/ellingtonfarmersmarket/,https://twitter.com/EllingtonFM,https://twitter.com/EllingtonFM,https://www.youtube.com/results?search_query=ellington+farmers+market,https://www.youtube.com/results?search_query=ellington+farmers+market,https://www.instagram.com/ellingtonfm/,https://www.instagram.com/ellingtonfm/,05/07/2016 to 10/22/2016,2016-05-07,2016-10-22,Sat: 9:00 AM-12:00 PM;,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012050,Ellington Winter Farmers Market,http://www.ellingtonfarmersmarket.com/,http://www.ellingtonfarmersmarket.com/,https://www.facebook.com/ellingtonfarmersmarket/,https://www.facebook.com/ellingtonfarmersmarket/,https://twitter.com/EllingtonFM,https://twitter.com/EllingtonFM,https://www.youtube.com/watch?v=UTlDsofYFH4,https://www.youtube.com/watch?v=UTlDsofYFH4,https://www.pinterest.com/ellingtonfm/,https://www.pinterest.com/ellingtonfm/,11/19/2016 to 03/18/2017,2016-11-19,2017-03-18,Sat: 2:00 PM-4:00 PM;,Sat: 2:00 PM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007568,Elliott County Farmers’ Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011392,Ellisville Farmers Market,http://www.ellisvillefarmersmarket.org,http://www.ellisvillefarmersmarket.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003166,Elloree Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009045,Ellsworth Farmers Market,http://www.ridethebreezeway.com,http://www.ridethebreezeway.com,https://www.facebook.com/pages/The-Breezeway/250641938319933,https://www.facebook.com/pages/The-Breezeway/250641938319933,,,,,,,06/01/2014 to 10/31/2014,2014-06-01,2014-10-31,Tue: 5:00 PM-7:00 PM;,Tue: 5:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003827,Ellsworth Farmers Market,http://www.elizabethfarmersmarket.com,http://www.elizabethfarmersmarket.com,https://www.facebook.com/EllsworthFarmersMarketMaine,https://www.facebook.com/EllsworthFarmersMarketMaine,,,,,,,"June 11, 2012 to October",2012-06-11,2010-10-31,Mon:2:00 PM - 5:30 PM;Thu:2:00 PM - 5:30 PM;,Mon:2:00 PM - 5:30 PM,Thu:2:00 PM - 5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003828,Ellsworth Farmers Market,http://www.ellsworthfarmersmarket.com,http://www.ellsworthfarmersmarket.com,https://www.facebook.com/EllsworthFarmersMarketMaine,https://www.facebook.com/EllsworthFarmersMarketMaine,,,,,,,05/01/2012 to 10/31/2012,2012-05-01,2012-10-31,Sat: 9:30 AM-12:30 PM;,Sat: 9:30 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006809,Ellsworth Farmers Market,http://www.ellsworthchamber.com/farmers-market.html,http://www.ellsworthchamber.com/farmers-market.html,https://www.facebook.com/ellsworthchamber,https://www.facebook.com/ellsworthchamber,,,,,,,07/29/2014 to 09/30/2014,2014-07-29,2014-09-30,Tue: 3:00 PM-6:30 PM;,Tue: 3:00 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005709,Ellwood City Farmers Market,http://www.ellwoodcityrevitilization.org,http://www.ellwoodcityrevitilization.org,https://www.facebook.com/pages/Ellwood-City-Farmers-Market/175498663007?ref=br_tf,https://www.facebook.com/pages/Ellwood-City-Farmers-Market/175498663007?ref=br_tf,,,,,,,06/07/2014 to 10/18/2014,2014-06-07,2014-10-18,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012048,Elm Street Square Farmers Market,,,,,,,,,,,06/18/2016 to 10/08/2016,2016-06-18,2016-10-08,Sat: 10:00 AM-2:00 PM;,Sat: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007327,Elma Farmers Market,http://www.howard-county.com,http://www.howard-county.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000089,Elmhurst Hopsital Greenmarket,http://www.grownyc.org,http://www.grownyc.org,https://www.facebook.com/QueensGreenmarkets,https://www.facebook.com/QueensGreenmarkets,,,,,,,06/04/2013 to 11/26/2013,2013-06-04,2013-11-26,Tue: 8:00 AM-4:00 PM;,Tue: 8:00 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003427,Elmira Wisner Park Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001666,Elmont Farmers Market,http://www.ligreenmarket.org,http://www.ligreenmarket.org,,,,,,,,,July to November,2010-07-01,2010-11-30,Thu:10:00 AM - 6:00 PM;,Thu:10:00 AM - 6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006116,Elmsford Farmers Market,http://www.elmsfordny.org,http://www.elmsfordny.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003826,Elmwood Bidwell Farmers Market,http://www.elmwoodmarket.org,http://www.elmwoodmarket.org,https://www.facebook.com/ElmwoodBidwellFarmersMarket,https://www.facebook.com/ElmwoodBidwellFarmersMarket,,,,,,,05/07/2016 to 11/26/2016,2016-05-07,2016-11-26,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009545,Elon Community Church Farmers Market,,,https://www.facebook.com/pages/Encino-Farmers-Market/154951381186774,https://www.facebook.com/pages/Encino-Farmers-Market/154951381186774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009171,Elsie Farmers Market,,,https://www.facebook.com/pages/Eastern-Shore-Summer-Market-Organic-Shop/453528631407571,https://www.facebook.com/pages/Eastern-Shore-Summer-Market-Organic-Shop/453528631407571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000107,Ely Farmers Market,,,https://www.facebook.com/farmtrails,https://www.facebook.com/farmtrails,,,,,,,"May 5, 2012 to Oct 6, 2012",2012-05-05,2012-10-06,Tue:4:00 PM - 6:30 PM;Sat:8:00 AM - 12:00 PM;,Tue:4:00 PM - 6:30 PM,Sat:8:00 AM - 12:00 PM,,,,,,November to April,November , April,Sat:9:00 AM - 12:00 PM;,Sat:9:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,
1000108,Ely Farmers Market,http://www.elyedge.org,http://www.elyedge.org,,,,,,,,,November to March,2010-11-01,2010-03-31,Sat:9:00 AM - 12:00 PM;,Sat:9:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008449,Ely Farmers Market,,,https://www.facebook.com/pages/Ely-Farmers-Market/157373387663651,https://www.facebook.com/pages/Ely-Farmers-Market/157373387663651,,,,,,,05/27/2014 to 09/30/2014,2014-05-27,2014-09-30,Tue: 5:00 PM-7:00 PM;,Tue: 5:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002052,Ely Renaissance Farmers Market,http://www.elyrenaissance.com,http://www.elyrenaissance.com,https://www.facebook.com/RenaissanceFarmersMarket,https://www.facebook.com/RenaissanceFarmersMarket,,,,,,,08/23/2014 to 09/27/2014,2014-08-23,2014-09-27,Sat: 10:00 AM-2:00 PM;,Sat: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010234,Emerson-garfield Farmers Market,http://market.emersongarfield.org,http://market.emersongarfield.org,https://www.facebook.com/EGFMarket,https://www.facebook.com/EGFMarket,https://twitter.com/EmersonGarfield,https://twitter.com/EmersonGarfield,,,,,06/03/2016 to 09/30/2016,2016-06-03,2016-09-30,Fri: 3:00 PM-7:00 PM;,Fri: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002657,Emmaus Farmers Market,http://www.emmausmarket.com,http://www.emmausmarket.com,,,,,,,,,May to November,2010-05-01,2010-11-30,sun:10:00 AM - 2:00 PM;,sun:10:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004268,Emmett Farmers Market,http://www.EmmettFarmersMarket.com,http://www.EmmettFarmersMarket.com,,,,,,,,,"April 28, 2012 to October 31, 2012",2012-04-28,2012-10-31,Wed:3:00 PM - 7:00 PM;Sat:9:00 AM - 1:00 PM;,Wed:3:00 PM - 7:00 PM,Sat:9:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007710,Emmitsburg Farmers Market,http://www.emmitsburg.net/towngov/misc/farmers_market.htm,http://www.emmitsburg.net/towngov/misc/farmers_market.htm,,,,,,,,,06/14/2013 to 09/27/2013,2013-06-14,2013-09-27,Fri: 3:00 AM-6:30 AM;,Fri: 3:00 AM-6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000401,Emmons County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012567,Emory Farmers Market,http://www.emory.edu/dining/emory_farmers_market.php,http://www.emory.edu/dining/emory_farmers_market.php,https://www.facebook.com/EmoryFarmersMarket/,https://www.facebook.com/EmoryFarmersMarket/,https://twitter.com/emoryfarmersmkt,https://twitter.com/emoryfarmersmkt,,,@EMORYFARMERSMKT,@EMORYFARMERSMKT,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Tue: 11:00 AM-3:00 PM;,Tue: 11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002769,Empire Farmers Market,http://www.eatleelanau.org,http://www.eatleelanau.org,https://www.facebook.com/pages/Leelanau-Farmers-Markets/133061540053608?ref=ts#!/pages/Leelanau-Farmers-Markets/133061540053608?v=wall,,https://twitter.com/LeelanauFarmMkt,https://twitter.com/LeelanauFarmMkt,,,,,06/20/2015 to 09/12/2015,2015-06-20,2015-09-12,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007856,Empire Polo Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004226,Empire State Plaza Farmers Market,http://www.ogs.ny.gov,http://www.ogs.ny.gov,,,,,,,,,May to October,2010-05-01,2010-10-31,Wed:10:00 AM - 2:00 PM;Fri:10:00 AM - 2:00 PM;,Wed:10:00 AM - 2:00 PM,Fri:10:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004719,Emporia Farmers Market,http://www.emporiafarmersmarket.org,http://www.emporiafarmersmarket.org,https://www.facebook.com/emporiaFM,https://www.facebook.com/emporiaFM,,,,,,,05/02/2015 to 10/31/2015,2015-05-02,2015-10-31,Sat: 8:00 AM-11:00 AM;,Sat: 8:00 AM-11:00 AM,,,,,,,06/03/2015 to 10/28/2015,6/3/15, 10/28/2015,Wed: 5:00 PM-7:00 PM;,Wed: 5:00 PM-7:00 PM,,,,,,,11/7/15, 04/16/2016,Sat: 10:00 AM-12:00 PM;,Sat: 10:00 AM-12:00 PM,,,,,,,,,,,
1005377,Emporia Farmers Market,,,,,,,,,,,January to December,2010-01-01,2010-12-31,Mon:6:00 AM - 7:00 PM;Tue:6:00 AM - 7:00 PM;Wed:6:00 AM - 7:00 PM;Thu:6:00 AM - 7:00 PM;Fri:6:00 AM - 7:00 PM;Sat:6:00 AM - 7:00 PM;sun:6:00 AM - 7:00 PM;,Mon:6:00 AM - 7:00 PM,Tue:6:00 AM - 7:00 PM,Wed:6:00 AM - 7:00 PM,Thu:6:00 AM - 7:00 PM,Fri:6:00 AM - 7:00 PM,Sat:6:00 AM - 7:00 PM,sun:6:00 AM - 7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
1012688,Encinitas Station Certified Farmers Market,http://farmersmarketencinitas.com,http://farmersmarketencinitas.com,https://www.facebook.com/Encinitas-Station-Certified-Farmers-Market-180841945358756/?ref=bookmarks,https://www.facebook.com/Encinitas-Station-Certified-Farmers-Market-180841945358756/?ref=bookmarks,,,,,instagram: @encinitasfarmar,instagram: @encinitasfarmar,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Wed: 4:00 PM-7:00 PM;,Wed: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012045,Encino Farmers Market,,,,,,,,,,,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Sun: 8:00 AM-1:00 PM;,Sun: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002252,Enderlin Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005397,Enfield Farmers Market,,,,,,,,,,,May to October,2010-05-01,2010-10-31,Sat:10:00 AM - 1:00 PM;,Sat:10:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007487,Enfield Farmers’ Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000966,Englewood Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006991,Englewood Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003959,English Farmers Market,,,,,,,,,,,June to September,2010-06-01,2010-09-30,Sat:9:00 AM - 1:00 PM;,Sat:9:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006237,Englishtown Auction Sales Market,http://www.englishtownauction.com,http://www.englishtownauction.com,,,,,,,,,January to December,2010-01-01,2010-12-31,Sat:8:00 AM - 5:00 PM;sun:8:00 AM - 5:00 PM;,Sat:8:00 AM - 5:00 PM,sun:8:00 AM - 5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003617,Enid Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012313,Ennis Farmers Market,http://www.madisonfarmtofork.com,http://www.madisonfarmtofork.com,https://www.facebook.com/ennismontanafarmersmarket/,https://www.facebook.com/ennismontanafarmersmarket/,,,,,https://www.instagram.com/ennisfarmers/,https://www.instagram.com/ennisfarmers/,06/01/2016 to 09/07/2016,2016-06-01,2016-09-07,Mon: 4:30 PM-6:30 PM;,Mon: 4:30 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
